COMMUN,MUNPOP50,MUNPOP60,MUNPOP70,MUNPOP80,MUNPOP90,MUNPOP00,COMPOP50,COMPOP60,COMPOP70,COMPOP80,COMPOP90,COMPOP00,POLCAT,METROCAT,CATTLE,PIGS,GRAINCAP,EJIDO,DTAWARD1,DTAWARDL,AWARDSZ,NAGRINST,HCTCORN,HCTWHEAT,HCTBEANS,HCTSORG,HCTPOTAT,HCTFORGE,HCTSUGAR,HCTOTHER,DISCORN,DISWHEAT,DISBEAN,DISSORG,DISPOTAT,DISFORGE,DISSUGAR,DISOTHER,HCTIRLND,HCTRNLND,HCTPASTR,HCTWOODS,HCTORCH,HCTPRIV,HCTEJIDO,HCTCMNL,PRCIRLND,PRCRNLND,PRCPASTR,PRCORCH,IRRIGATE,DAM,WELLSPRG,RESVOIR,HCTIRDAM,HCTIRWEL,HCTIRRES,FUNDDAM,FUNDWELL,FUNDRES,FACTORY,DURFACT,NDURFACT,MANUFPCS,MANPRDCT,LFPF50,LFPF60,LFPF70,LFPF80,LFPF90,LFPF00,AGRIF50,AGRIF60,AGRIF70,AGRIF80,AGRIF90,AGRIF00,MANUF50,MANUF60,MANUF70,MANUF80,MANUF90,MANUF00,SERVF50,SERVF60,SERVF70,SERVF80,SERVF90,SERVF00,LFPM50,LFPM60,LFPM70,LFPM80,LFPM90,LFPM00,AGRIM50,AGRIM60,AGRIM70,AGRIM80,AGRIM90,AGRIM00,MANUM50,MANUM60,MANUM70,MANUM80,MANUM90,MANUM00,SERVM50,SERVM60,SERVM70,SERVM80,SERVM90,SERVM00,SELF50,SELF60,SELF70,SELF80,SELF90,SELF00,OWNER50,OWNER60,OWNER70,OWNER80,OWNER90,OWNER00,LTMIN70,LTMIN80,LTMIN90,LTMIN00,MINX270,MINX280,MINX290,MINX200,DEATHS,CRIMES,ED6YR50,ED6YR60,ED6YR70,ED6YR80,ED6YR90,ED6YR00,CANTREAD,DIRTFLR,RUNWATER,ELECTRIC,NOPLMBNG,HSGINVST,CATHCHCH,PROTCHCH,PRIMSCH,SECONSCH,ACADEMY,PREPSCH,NORMSCH,UNIVERS,YRPRIM,YRSECON,YRPREP,DOCTROFF,GOVCLNCS,HOSPITAL,POSTOFFS,HOTELS,BANKS,YRBANK1,CAMBIOS,YRELEC,PCNTELEC,YRWATER,YRLIGHT,YRTELE,YRPOST,YRTGRAPH,MAJPAVED,MAJCOBB,YRPAVE,KMTOPAVE,MINTOHW,PAVETOHW,YRPAVEHW,TAXIS,TRAINSTN,PLAZA,MARKET,IMSSHOSP,PHARMACY,LENDERS,LENDRATE,VIDEO,SATDISH,BASEBALL,SOCCER,BASKETBL,BBLEAGUE,SCLEAGUE,BKLEAGUE,PARISH,PSMONTH,PSDAY,OSMONTH,OSDAY,SDCHANGE,SDRETURN,SDMASS,CPELEC,CPWATER,CPLIGHT,CPTELE,CPTGRAPH,CPPLAZA,MFELEC,MFWATER,MFLIGHT,MFPLAZA,MFMARKET,MFSPORTS,MFCHURCH,MFSCHOOL,MXWEIGHT,USWEIGHT,MUNPOP10,COMPOP10,LFPM10,LFPF10,AGRIM10,MANUM10,SERVM10,AGRIF10,MANUF10,SERVF10,SELF10,OWNER10,LTMIN10,MINX210,ED6YR10,horate90,horate91,horate92,horate93,horate94,horate95,horate96,horate97,horate98,horate99,horate00,horate01,horate02,horate03,horate04,horate05,horate06,horate07,horate08,horate09,horate10,horate11,horate12,horate13,horate14,horate15
48,9000,15000,20000,24000,26000,27000,1000,2000,3000,3000,3000,4000,2,3,9999,9999,8888,1,1939,1939,3,1,1082,0,1925,0,0,0,10272,226,1,8888,1,8888,8888,8888,1,1,5840,30000,29129,5823,0,23048,47744,9999,35000,25000,9999,8888,1,2,2,1,0,0,9999,8888,8888,2,16,9999,9999,16,43858.2,.0745,.1006,.1206,.106,.0913,.1344,.3637,.5941,.3366,.2397,.1429,.0463791700569569,.2113,.0227,.0976,.1137,.1299,.0724165988608625,.4249,.3832,.5659,.6466,.7273,.881204231082181,.945,.7585,.73,.7257,.7214,.671778487752929,.8909,.8685,.7756,.726,.6764,.641606425702811,.0426,.0722,.1416,.1721,.2025,.193895582329317,.0665,.0592,.0828,.1019,.1211,.164497991967871,.5901,.4125,.3643,.378,.2662,.19028042871825,.0013,.002,.0397,.0677,.0191,.0237850535897812,.6993,.6154,.3154,.404160887656033,.108,.1546,.2251,.210124826629681,114,35,.0448,.0475,.1113,.3,.455,.514471857310691,20.57,43.64,59.65,56.39,66,346307,100,9999,46,26,1,2,0,0,1954,1968,1969,7,5,0,1,1,1,1980,7,1965,9999,1970,1965,1975,1960,1965,1,2,1965,0,10,1,1965,1,1,1,1,9999,5,1,5,2,100,1,1,2,9999,9999,9999,1,3,19,8888,8888,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.44,8888,29000,4000,.743350572589583,.160781722054381,.586222910216718,.193962848297214,.212074303405573,.0310810810810811,.118018018018018,.83963963963964,.335018050541516,.0176895306859206,.3934,.2662,.618576429404901,3.87762224204118,7.68365453344706,11.4190881623149,22.6273533236223,14.9456509765151,3.70192129715322,7.38334792858353,25.7701849803694,11.0137929520356,18.3055092321912,10.9529025191676,3.66395465653485,7.35397600863355,14.7602708562732,0,3.71636687973837,7.32996192240986,7.22861110361645,14.2573233095727,7.03009419928498,10.3993344425957,27.3481163904887,10.1137410345316,9.97389911642007,13.4070657933652,3.32369461893841
49,14000,15000,17000,18000,26000,26000,2000,1000,1000,1000,1000,1000,3,4,9999,9999,9999,2,8888,8888,8888,9999,600,0,0,0,0,0,200,1020,9999,8888,8888,8888,8888,8888,1,3,305,9453,6400,7000,1520,0,0,24711,9999,9999,9999,9999,1,2,1,2,0,315,0,8888,1,8888,45,10,35,22,248.4,.106035205364627,.182472989195678,.110610580142448,.327247191011236,.0918610185625893,.213160333642261,.440084586466165,.731359649122807,.555176407553184,.314437914759251,.0736994219653179,.0581745748665065,.111372180451128,.0263157894736842,.176318894832291,.14090511215603,.105491329479769,.0990251565729152,.448543233082707,.242324561403509,.268504697614525,.544656973084719,.820809248554913,.836750661785019,.888131868131868,.963862801143324,.682887604979451,.799932122857628,.619041313559322,.596104056219948,.900407756567399,.901715738191061,.897951861120563,.779896536757974,.661841212395386,.536453223869039,.0331672358886163,.0273247193391231,.0397724094075322,.0906846665902171,.141596923772902,.178395489136657,.0664250075439851,.0709595424698157,.062275729471905,.129418796651809,.196561863831712,.283747488480679,.792016806722689,.503330333033303,.561140285071268,.583549643088903,.541044052008539,.407715703537698,.00131302521008403,.00198019801980198,.0245061265316329,.0295262816353018,.00388123423248593,.0104049943973107,.840124940645774,.861879006899141,.57451403887689,.401859024012393,.0557809291422351,.0729401634864481,.146279206754369,.253911696359411,173,9999,.0139685838139156,.0205787553572061,.0610130699271216,.330575093090608,.47364722417428,.579404466501241,25.4146057608379,66.3533447684391,53.8434927004774,65.7946861553173,85.7214250017848,244100,9999,9999,9999,9999,0,1,1,0,1920,1976,1980,11,25,0,6,3,2,1945,2,1970,92,1972,1970,1990,1960,8888,2,2,9999,0,0,1,1961,2,2,2,2,2,1,2,8888,0,9,0,1,2,2,2,2,2,11,30,9,8,2,2,2,1,1,1,2,9999,8888,9999,9999,9999,8888,8888,9999,9999,9999,1.46,8888,32000,1000,.682131373449701,.2083754962248,.411065235342692,.215194054500413,.370933113129645,.0426497277676951,.0925589836660617,.852692075015124,.322104291647439,.0334563913244116,.3514,.4054,.68404490559619,50.3018108651912,111.944455463847,103.975897303149,76.8357316467787,95.8158963352362,110.881700695878,95.4045284595807,87.6039960230878,64.6267181422998,53.1200306126772,53.0182534272514,59.1930831549794,28.9130936850366,35.3067850956072,20.6948852286814,40.4339915088618,76.3888837669634,58.926655351375,38.7219741603067,54.0707165051666,47.0263661159357,61.8040756848045,27.4136325911231,42.0328727043665,33.8565419094875,45.9558823529412
50,1000,1000,1000,2000,2000,2000,1000,1000,1000,1000,1000,1000,2,4,9999,9999,9999,2,8888,8888,8888,9999,9999,0,9999,0,0,0,9999,9999,9999,8888,9999,8888,8888,8888,9999,9999,50,9213,100,9532,9999,0,0,18895,9999,9999,9999,9999,1,2,1,2,0,50,0,8888,1,8888,9999,9999,9999,9999,9999,.0792838874680307,.132118451025057,.123852072474559,.190283400809717,.0167785234899329,.44954128440367,.579310344827586,.758620689655172,.685517491474098,.442758745737049,.2,.275,.0344827586206897,.0689655172413793,.181112173262602,.390556086631301,.6,.35,.386206896551724,.172413793103448,.1333703352633,.16668516763165,.2,.325,.851851851851852,.906542056074766,.778730498987734,.864603481624758,.701543739279588,.710826210826211,.987093422840246,.989690721649484,.980052276286374,.983713006830056,.987373737373737,.942611599869664,0,0,.014845243147301,.0112105003615293,.00757575757575758,.0369420006516781,.0129065771597539,.0103092783505155,.00510248056632514,.0050764928084151,.00505050505050505,.0141739980449658,.96113074204947,.371621621621622,.410714285714286,.521739130434783,.794685990338164,.851612903225806,0,0,.0321428571428571,.0020703933747412,.00241545893719807,.00645161290322581,.755007895330476,.927258647392875,.964601769911504,.980319803198032,.0552949741124477,.0237130325493113,.0088495575221239,.015990159901599,19,9999,.0126096824210032,.0160580160580161,.03798699325351,.0329268292682927,.155979202772964,.354884047786367,34.8815165876777,78.6819563415308,11.1173028698802,32.7086183310533,96.9526751860694,9999,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,1,0,0,8888,0,1968,98,1971,1968,1988,1958,8888,2,2,9999,0,30,2,8888,2,2,2,2,2,0,1,10,0,6,0,0,3,2,2,2,2,7,25,9999,9999,2,1,1,1,1,1,2,9999,8888,9999,9999,9999,8888,8888,9999,8888,9999,1.17,7.52,3000,1000,.703517587939699,.0220507166482911,.897849462365591,.0663082437275986,.0232974910394265,.35,.1,.45,.635359116022099,.0110497237569061,.8648,.0277,.418023255813954,48.4261501210654,98.0997784866586,49.6816622582663,50.3215726441242,0,0,0,0,0,44.4118097159145,42.7715996578272,0,0,0,0,0,0,0,0,40.1467318830281,0,0,0,0,0,34.8432055749129
51,9000,11000,11000,12000,15000,17000,5000,5000,6000,10000,9000,9000,2,4,9999,9999,9999,1,1938,1973,9999,9999,1780,0,0,0,0,0,0,113,1,8888,8888,8888,8888,8888,8888,3,300,4311,2000,1248,0,406,5635,831,9999,9999,9999,8888,1,1,1,2,10,60,0,1,3,8888,9999,9999,9999,27,460.5,.159353348729792,.187880391637999,.0788305525792132,.30908203125,.125884543761639,.293784445805266,.405719163465642,.569014084507042,.312412427289884,.193167199271225,.0739219712525667,.129899148816916,.307703798548869,.236619718309859,.271839655193724,.191361306036287,.11088295687885,.111606864462111,.286577037985489,.194366197183099,.415747917516392,.615471494692488,.815195071868583,.754286156497775,.902894833272261,.947191011235955,.728234464383669,.807292985565966,.69592741084617,.671598173515982,.874900417417988,.864215831603913,.784947573538042,.716003198533727,.647058823529412,.519350026932586,.0546434085960777,.0640379484138749,.13361402546124,.142094736515786,.150575447570332,.195034143132431,.0704561739859345,.0717462199822117,.0814384010007177,.141902064950487,.202365728900256,.281859079524089,.714813295034879,.505729945191829,.449213769655759,.564971751412429,.515365787326625,.49754275604482,.00492408699220353,.000747384155455904,.0403739906502338,.0112994350282486,.00924666847973892,.010615293886377,.782084872914567,.791929899327146,.608494418731282,.656704980842912,.0755966566806588,.107517197853149,.128233052001089,.255938697318008,118,9999,.0250122670481996,.0312899650439083,.102497579864472,.342036553524804,.550588945937783,.592140468227425,20.6233421750663,57.6859181080817,70.2212082134709,87.7837311251827,87.7180381695054,262100,5,4,4,1,0,1,0,0,1905,1958,1993,20,5,2,7,9999,1,1971,2,1945,99,1938,1945,1980,9999,9999,2,2,1992,0,0,1,9999,1,1,1,1,2,10,1,15,3,4,1,3,2,1,1,2,1,1,15,6,13,2,1,2,2,1,2,2,9999,1,9999,9999,9999,9999,9999,9999,9999,9999,1.48,8888,19000,11000,.739559946115851,.3177063642092,.39164123033576,.239492838694529,.361352430147922,.185876326381266,.112330772045371,.693377241126967,.489984350547731,.0131455399061033,.4251,.3295,.707751301013421,19.588638589618,51.5822484016316,25.4681591767607,31.4365480350166,24.8343113108149,36.7849917233769,24.3785850234224,12.1173482696453,6.02291433021251,5.98736558888081,11.9040533301589,0,5.74321743034429,33.8494568114699,5.54173364943589,5.44365813826892,21.5796595370328,21.3864323358454,31.7924029758755,42.0103059779155,10.4085349986989,5.15766778161972,10.222970648178,20.2628655622112,20.2834118120312,15.1141115421432
52,50000,79000,116000,157000,214000,256000,47000,72000,100000,10000,213000,252000,1,2,9999,9999,19500,1,1937,1965,9999,6,544,0,32,32,0,0,0,0,3,8888,1,1,8888,8888,8888,8888,65,629,0,76,0,0,838,0,9999,9999,8888,8888,1,2,1,2,0,65,0,8888,2,8888,6,0,6,600,157418.2,.289859452924286,.33501215088226,.197273926425326,.341115116726751,.295245790605654,.412185309300003,.0741040287729466,.139145982330669,.0192811371270485,.0115675122632562,.00385388739946381,.00261078117602221,.186232984543195,.182162389566681,.147502108555294,.110635270095341,.0737684316353887,.120681759992597,.739662986683858,.67869162810265,.833216754317658,.877797217641403,.922377680965147,.626707458831381,.803393465371515,.98017843445965,.661961044068639,.727872702243097,.628441423799102,.674177613113282,.190183062359243,.169744435284419,.126285087628182,.0775208346200854,.0287565816119887,.0172814730538226,.34142055641525,.274979389942292,.313260018379257,.28984660080805,.266433183236843,.258083435326693,.468396381225507,.555276174773289,.560454893992561,.632632564571865,.704810235151169,.719488882260285,.350632983903305,.220500702898334,.220672604519953,.254193871458562,.225494638272164,.248327535456248,.0155811422352065,.00783656865970747,.0842815937113696,.0462625912443905,.030584503851382,.0331321420430331,.404467116214767,.397156718864644,.20363077952289,.173788028691566,.3365487002558,.379318278667939,.375895151358501,.546242476708715,1412,9999,.243673041817852,.25029149919752,.386333132330915,.654126254320905,.778856667692449,.832676096731571,7.38347579993069,17.3136566078227,80.3757306282298,96.7500402948115,33.5742745841541,44777800,60,13,150,69,0,25,1,6,1982,1951,1955,350,5,3,8,275,9,1932,18,1976,99,1976,1976,1985,1982,1982,1,2,1979,0,0,1,9999,1,1,2,1,9999,10,1,12,2,10,10,6,12,1,1,1,2,12,18,8,5,2,2,2,2,1,2,2,9999,8888,9999,9999,9999,8888,9999,9999,9999,9999,6.14,9.26,263000,255000,.719670682557814,.463386788918818,.00580636449565648,.249733687416543,.734167529369402,.00136767495258061,.167595088349805,.331037236697614,.29176551517343,.0321900713473088,.0938,.6284,.872065441269779,21.496833890226,21.380572544411,28.3404179656909,31.0358452277404,31.4700293831607,25.3240042969117,29.1442549744377,24.0686362800032,24.6474330388652,17.3345453187151,16.7883496661851,19.0010052978845,12.3245600683506,11.0932907029721,14.0574021325787,13.207248137778,15.1128528074736,15.5100245785835,20.8321208800157,28.4429232192138,32.6552930053122,19.009351712207,29.6916322275719,33.5400966805025,19.6916024266376,16.6508357584266
53,19000,21000,21000,24000,17000,28000,1000,2000,4000,5000,5000,1000,3,3,46000,13294,1900,1,1935,1935,6,2,1972,0,5995,468,0,356,0,650,3,8888,3,3,8888,3,8888,3,998,25882,4746,1,9999,6546,7341,17744,40000,20000,9999,9999,1,2,1,2,0,1790,0,8888,2,8888,84,64,20,122,27932,.0914182177565475,.132889311766571,.11411599187119,.202472746609944,.0807539682539683,.240659237756344,.36966658355003,.616945107398568,.237226277372263,.170696472019465,.104166666666667,.0858633776091082,.105058241014498,.0548926014319809,.142335766423358,.121763121306917,.101190476190476,.099146110056926,.525275175435472,.328162291169451,.620437956204379,.707540406673618,.794642857142857,.812144212523719,.893738760830472,.823927418114716,.761561561561561,.796940194714882,.601090909090909,.754449363086096,.778891459579097,.790554414784394,.706716729244889,.672493358069365,.63826998689384,.38156512605042,.123515234568832,.115176404704125,.159365874009178,.170606921277197,.181847968545216,.357536764705882,.0975933058520704,.0942691805114803,.133917396745932,.156899720653438,.179882044560944,.250131302521008,.519625423391114,.380263371809462,.310427487015581,.337111670864819,.445284258954979,.241372549019608,.0167364016736402,.00243862786538774,.0633240111865761,.044080604534005,.0108445612882024,.0348039215686275,.561892663650188,.544044623202648,.522584504935687,.2597,.101128905747523,.18595805874314,.240801675142088,.5022,131,22,.0521414506071546,.0880630806464205,.178948981155201,.389115547136821,.395775055464454,.7364858684716,11.1429200616604,20.4743083003953,89.3203883495146,91.2762265341536,33.2278481012658,9999,18,4,52,8,0,1,0,0,1960,1969,1967,9999,14,9999,34,3,1,1993,0,1950,89.26,1962,8888,1992,1967,8888,2,2,9999,9999,9999,1,1987,2,2,1,1,2,1,2,8888,0,12,1,0,3,2,2,2,1,5,5,8888,8888,2,2,2,1,1,8888,1, ,1,2,2,8888,2,2,2,2,2,4.27,6.68,28000,1000,.754449363086096,.240659237756344,.38156512605042,.357536764705882,.250131302521008,.0858633776091082,.099146110056926,.812144212523719,.241372549019608,.0348039215686275,.2597,.5022,.7364858684716,7.60051683514479,22.5551607326818,11.1557167034729,14.7135598388438,7.27728377585461,17.9966166360724,39.58344248648,35.9766640651344,21.5810293932982,46.7481332313197,14.3807298220385,10.8498075159459,18.1907508774808,21.958957358476,7.36326284591111,14.8142661382912,14.6557644605903,14.4989586334701,28.6876610251706,46.1186769800946,84.2312146843084,41.6650015302423,65.2637600391694,71.3618530961695,65.6476880113368,95.7395883197702
54,235000,297000,533000,836000,1057000,1347000,211000,289000,402000,773000,1007000,1272000,1,1,6019,6134,54300,1,9999,9999,9999,3,10818,0,804,0,0,0,0,71,1,8888,1,8888,8888,8888,8888,1,265,11428,6719,497,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,4396,2190,2206,2551,2621056.7,.225866604508674,.257936954158702,.222902449908033,.284700506793185,.250590189951892,.353748247923802,.0176244023355248,.0279908393616635,.0253689794632071,.015327827890078,.00528667631694883,.00384039390982732,.163832659004617,.169835326620379,.196123745995063,.195818182393969,.195512618792876,.2037848017971,.818542938659858,.802173834017958,.77850727454173,.788853989715953,.799200704890176,.792374804293073,.802760340999424,.883963030107551,.679563631906352,.70311203557486,.649364430444787,.717321512467591,.0938495606304383,.119103328553098,.0899065063919099,.0589294335524357,.0279523607129615,.0172744660907456,.474983644020764,.471897250106926,.460389238694906,.443226243224972,.426063247755039,.405948369771743,.431166795348798,.408999421339975,.449704254913184,.497844323222592,.545984391531999,.576777164137512,.230222537505583,.246513081271483,.176829102571071,.148775702801023,.186224955096161,.208832146920529,.0151598749376002,.0118455813424992,.100349241724194,.04936739097235,.0319937922953977,.028592716398675,.320362262668815,.302402718459765,.165654745213197,.11487253978777,.331169587469336,.392240304068484,.439472183450279,.578788019542351,5589,9999,.356962374658857,.432260066013315,.512085864442175,.751301341317162,.805773731774753,.849266995713676,6.02502231302836,3.42719161449354,89.088359302554,97.4981373457632,11.1416340452808,66695800,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,42,84,9999,9999,9999,9999,99.15,9999,9999,9999,9999,9999,1,2,9999,0,9999,1,9999,1,9999,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999, ,9999,9999,9999,9999,9999,9999,9999,9999,9999,6.87,12.21,1540000,1434000,.726898402235307,.403563894465065,.0153077081793465,.336589366353339,.637744561597789,.00540149237108809,.138262437595477,.84624864166811,.260489314612051,.0300109930972443,.0947,.6164,.883690353482265,14.9415482848427,15.616548633256,14.9914292446136,18.896782839235,12.0410687775144,17.0951496398158,8.1027897091247,10.6226662335429,8.56661639144022,7.94807970477154,7.0531495653775,8.59031886164178,7.85213489014289,6.9994329186952,6.5200999031273,6.39325518307927,6.94925345634436,4.04707288511405,5.0064647356126,5.42877746940546,5.52012931389988,6.83506374899122,6.59447623163654,6.10268134989694,6.62883701511266,9.45276125306818
55,29000,33000,44000,46000,71000,79000,1000,1000,1000,1000,1000,1000,3,4,15154,96677,5500,1,1936,1936,8,2,951,12623,66,0,0,583,0,1109,2,1,2,8888,8888,1,8888,1,20755.8,23273,10308.1,200,9999,19965,24064,40,100000,35000,9999,9999,1,2,1,2,0,150,0,8888,1,8888,176,174,2,207,76698,.0449256625727214,.117965367965368,.0627634301479041,.30878843662644,.0998512765430059,.178596644588643,.505840898232203,.683110367892977,.475,.424434900542495,.373869801084991,.240442460702503,.106581462016245,.0560200668896321,.2,.156962025316456,.113924050632911,.2068697845915,.387577639751553,.260869565217391,.325,.418603074141049,.512206148282098,.552687754705997,.927198409191339,.904971932638332,.717913729057691,.766523486213108,.662737679472254,.660060301507538,.894797183073018,.879547471162378,.832070564288137,.716282940994003,.600495317699868,.436762120070334,.0429424553245559,.0513531499556344,.0736175506049983,.139664591415803,.205711632226608,.310788746546094,.0622603616024262,.0690993788819876,.0943118851068642,.144052467590194,.193793050073524,.252449133383572,.625732708089097,.454881582891976,.336806342015855,.366644846897956,.299259563965446,.225610062893082,.00117233294255569,.00379734186069751,.0652321630804077,.0401483744272311,.0152200740436035,.017559748427673,.723377696237863,.789147321321388,.463858372402211,.290919893058719,.0848893300237998,.0861863299167372,.17227625778462,.266115456975938,354,22,.0314443111159594,.0473187686196624,.104458841463415,.29263220439691,.42368689733409,.543474268082136,16.9332813109637,17.2065319234373,94.5135480400726,97.1562395449983,41.7888464885854,301,9999,9999,1,2,0,1,0,0,1928,1961,1988,22,4,5,1,3,3,9999,2,1945,90,1970,1970,1991,8888,8888,2,2,8888,.5,2,1,1995,2,2,2,2,2,1,1,10,0,0,0,1,1,2,1,2,1,5,1,12,12,2,1,2,2,2,2,2, ,8888,2,2,2,8888,8888,2,2,2,2.69,10.36,84000,1000,.754770828318949,.209487711698703,.454852460831534,.314122792448652,.229142445883851,.229106825331692,.153330597729449,.617562576938859,.194444444444444,.0228898426323319,.2744,.2788,.659223766171538,5.63872677549409,4.18480234140922,9.66238572307304,1.36590019114806,0,0,2.64502496208002,5.23088670316376,3.87928886687397,2.55726894104681,3.79300317347932,2.54164821726038,1.27734713725084,1.28390364800492,0,5.18847121695592,0,1.25138427203465,4.91650312425729,6.03631601994097,0,10.4822797333123,11.4398115861404,3.37089917108712,3.34755593667878,9.89119683481701
56,29000,33000,44000,46000,71000,79000,1000,1000,1000,1000,1000,1000,3,4,15154,96677,5500,1,1936,1936,8,2,951,12623,66,0,0,583,0,1109,2,1,2,8888,8888,1,8888,1,20755.8,23273,10308.1,200,9999,19965,24064,40,100000,35000,9999,9999,1,2,1,2,0,150,0,8888,1,8888,176,174,2,207,76698,.0449256625727214,.117965367965368,.0627634301479041,.30878843662644,.0998512765430059,.178596644588643,.505840898232203,.683110367892977,.475,.424434900542495,.373869801084991,.240442460702503,.106581462016245,.0560200668896321,.2,.156962025316456,.113924050632911,.2068697845915,.387577639751553,.260869565217391,.325,.418603074141049,.512206148282098,.552687754705997,.927198409191339,.904971932638332,.717913729057691,.766523486213108,.662737679472254,.660060301507538,.894797183073018,.879547471162378,.832070564288137,.716282940994003,.600495317699868,.436762120070334,.0429424553245559,.0513531499556344,.0736175506049983,.139664591415803,.205711632226608,.310788746546094,.0622603616024262,.0690993788819876,.0943118851068642,.144052467590194,.193793050073524,.252449133383572,.625732708089097,.454881582891976,.336806342015855,.366644846897956,.299259563965446,.225610062893082,.00117233294255569,.00379734186069751,.0652321630804077,.0401483744272311,.0152200740436035,.017559748427673,.723377696237863,.789147321321388,.463858372402211,.290919893058719,.0848893300237998,.0861863299167372,.17227625778462,.266115456975938,354,22,.0314443111159594,.0473187686196624,.104458841463415,.29263220439691,.42368689733409,.543474268082136,16.9332813109637,17.2065319234373,94.5135480400726,97.1562395449983,41.7888464885854,301,9999,9999,1,2,0,1,0,0,1928,1961,1988,22,4,5,1,3,3,1961,2,1945,90,1970,1970,1991,8888,8888,2,2,1997,0,0,1,1995,2,2,1,2,2,1,1,10,0,2,0,1,0,2,1,2,1,1,20,5,23,2,1,2,2,2,2,2, ,1,2,2,2,1,8888,2,1,2,2.75,8.02,84000,1000,.754770828318949,.209487711698703,.454852460831534,.314122792448652,.229142445883851,.229106825331692,.153330597729449,.617562576938859,.194444444444444,.0228898426323319,.2744,.2788,.659223766171538,5.63872677549409,4.18480234140922,9.66238572307304,1.36590019114806,0,0,2.64502496208002,5.23088670316376,3.87928886687397,2.55726894104681,3.79300317347932,2.54164821726038,1.27734713725084,1.28390364800492,0,5.18847121695592,0,1.25138427203465,4.91650312425729,6.03631601994097,0,10.4822797333123,11.4398115861404,3.37089917108712,3.34755593667878,9.89119683481701
57,8000,10000,10000,12000,12000,15000,2000,3000,3000,10000,4000,6000,2,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,12,3618.7,.0900933237616654,.126698369565217,.0927433628318584,.256336405529954,.113555892766818,.246918262848473,.402226366709407,.552278820375335,.133333333333333,.0895161290322581,.0456989247311828,.101346001583531,.115106655787388,.0563002680965148,.164444444444444,.140017921146953,.115591397849462,.0870942201108472,.482666977503206,.39142091152815,.702222222222222,.770465949820788,.838709677419355,.811559778305622,.933544303797468,.87913571910871,.680419122462344,.824695553667516,.739142091152815,.756507809371246,.841641402675838,.826804915514593,.756448412698413,.611202525101584,.465956637504755,.384657534246575,.0804138229780763,.0917818740399385,.151289682539683,.264499919246258,.377710155952834,.389041095890411,.0779447743460857,.0814132104454685,.0922619047619048,.124297555652158,.156333206542412,.226301369863014,.307146027518864,.27378507871321,.128854118729867,.340351889241419,.290861447756305,.214420853479083,.00443852640923214,.0027378507871321,.0377358490566038,.0372079607730026,.0140845070422535,.0178684044565903,.721270252446552,.711734702700372,.291147761696398,.286320254506893,.0798985391019048,.0836687921204367,.217771794008751,.280805938494168,97,2,.0469514490026345,.0623095157466983,.139309406361626,.331794333683106,.414771206850415,.564331739763043,20.9177592371871,55.4853273137698,68.4400360685302,71.7176258992806,49.7946143313555,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999, ,9999,9999,9999,9999,9999,9999,9999,9999,9999,5.18,11.77,18000,6000,.784958306606799,.224562444378523,.286495950973955,.383453709783322,.317574961698402,.0242290748898678,.0666299559471366,.90363436123348,.159571010724732,.00991225219369516,.1483,.6182,.68077397471477,16.4379058107997,7.98023226052567,0,0,7.30487266559324,14.1854032200865,0,0,6.70597765493316,0,0,0,12.7321474323746,25.2785968883186,0,0,0,0,17.3902545573566,5.65979952612672,44.2086648983201,10.7910516699291,5.26805305751291,36.0051433464546,5.20413922459517,20.5065108171845
